pl_name,hostname,tran_flag,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_teff,st_rad,pl_dens
WASP-114 b,WASP-114,1.0,1.339,0.064,-0.064,1.5487743,1.2e-06,-9.1e-07,2043.0,58.0,-58.0,2978.2048,,,1.769,0.064,-0.064,1.289,0.053,-0.053,0.14,0.07,-0.07,5940.0,1.43,0.97
WASP-116 b,WASP-116,1.0,1.22,0.06,-0.06,6.6132,2e-06,-2e-06,1414.0,70.0,-70.0,663.0,100.0,-100.0,0.64,0.14,-0.14,1.25,0.08,-0.08,0.0,0.3,-0.3,6250.0,1.426,0.43
WASP-118 b,WASP-118,1.0,1.44,0.036,-0.036,4.0460435,4.4e-06,-4.4e-06,1729.0,36.0,-36.0,6586.47,,,0.514,0.02,-0.02,1.32,0.035,-0.035,0.16,0.1,-0.1,6410.0,1.696,0.233
WASP-119 b,WASP-119,1.0,1.4,0.2,-0.2,2.49979,1e-05,-1e-05,1600.0,80.0,-80.0,907.8624,,,1.23,0.08,-0.08,1.02,0.06,-0.06,0.14,0.1,-0.1,5650.0,1.2,0.7
WASP-12 b,WASP-12,1.0,1.965,0.088,-0.087,1.091418901,1.8e-08,-1.8e-08,2601.0,18.0,-18.0,8220.584,,,1.47,0.076,-0.069,1.325,0.026,-0.018,0.12,0.07,-0.07,6265.0,1.69,0.266
WASP-120 b,WASP-120,1.0,1.39,0.08,-0.08,3.61126721,7.8e-07,-7.8e-07,1749.0,41.0,-41.0,1818.5489,,,4.85,0.21,-0.21,1.393,0.057,-0.057,-0.05,0.07,-0.07,6450.0,1.68443,2.334107
WASP-121 b,WASP-121,1.0,1.742,0.006,-0.006,1.27492504,1.5e-07,-1.5e-07,2409.0,24.0,-24.0,6216.41,,,1.17,0.043,-0.043,1.33,0.019,-0.019,0.17,0.05,-0.05,6628.0,1.461,0.275
WASP-123 b,WASP-123,1.0,1.35,0.05,-0.05,2.97764359,5.2e-07,-5.2e-07,1500.0,40.0,-40.0,758.324,,,0.899,0.036,-0.036,1.166,0.061,-0.061,0.18,0.08,-0.08,5740.0,1.285,0.490693
WASP-124 b,WASP-124,1.0,1.24,0.03,-0.03,3.37265,1e-06,-1e-06,1400.0,30.0,-30.0,748.0,178.0,-174.0,0.6,0.07,-0.07,1.07,0.05,-0.05,-0.02,0.11,-0.11,6050.0,1.02,0.43
WASP-129 b,WASP-129,1.0,0.93,0.03,-0.03,5.748145,4e-06,-4e-06,1100.0,25.0,-25.0,345.7201,,,1.0,0.1,-0.1,1.0,0.03,-0.03,0.15,0.09,-0.09,5900.0,0.9,1.6
WASP-13 b,WASP-13,1.0,1.22,0.14,-0.14,4.35301,3e-06,-3e-06,1531.0,37.0,-37.0,617.309,,,0.36,0.09,-0.09,0.72,0.25,-0.25,0.0,,,5950.0,1.37,0.222
WASP-132 b,WASP-132,1.0,0.901,0.038,-0.038,7.1335164,1.9e-06,-1.9e-06,682.0,75.0,-114.0,58.5,5.3,-4.7,0.428,0.015,-0.015,0.789,0.039,-0.039,0.15,0.05,-0.05,4686.0,0.758,0.73
WASP-133 b,WASP-133,1.0,1.21,0.05,-0.05,2.176423,1e-06,-1e-06,1790.0,40.0,-40.0,2054.7956,,,1.16,0.09,-0.09,1.16,0.08,-0.08,0.29,0.12,-0.12,5700.0,1.44,0.88
WASP-135 b,WASP-135,1.0,1.3,0.09,-0.09,1.4013794,8e-07,-8e-07,1403.66,,,917.4101,,,1.9,0.08,-0.08,0.98,0.06,-0.06,0.02,0.13,-0.13,5675.0,0.96,1.16
WASP-136 b,WASP-136,1.0,1.5,0.15,-0.15,5.21536178778,2.68524e-06,-2.68524e-06,1630.0,40.0,-40.0,1843.4633,,,1.51,0.08,-0.08,1.41,0.07,-0.07,-0.18,0.1,-0.1,6250.0,2.39014,0.583527
WASP-138 b,WASP-138,1.0,1.09,0.05,-0.05,3.634433,5e-06,-5e-06,1590.0,31.0,-31.0,1133.73,,,1.22,0.08,-0.08,1.22,0.05,-0.05,-0.09,0.1,-0.1,6272.0,1.36,1.2
WASP-14 b,WASP-14,1.0,1.38,0.08,-0.08,2.24375,1e-05,-1e-05,1872.0,29.0,-29.0,1356.33,,,8.84,1.4,-1.4,1.62,0.39,-0.39,0.0,,,6475.0,1.4,2.25
WASP-140 b,WASP-140,1.0,1.27,0.06,-0.06,2.23598448,2.5e-07,-2.5e-07,1270.0,25.0,-25.0,491.326,,,2.44,0.07,-0.07,0.9,0.04,-0.04,0.12,0.1,-0.1,5300.0,0.87,1.578175
WASP-141 b,WASP-141,1.0,1.21,0.08,-0.08,3.310651,5e-06,-5e-06,1540.0,50.0,-50.0,1061.5542,,,2.69,0.15,-0.15,1.25,0.06,-0.06,0.29,0.09,-0.09,5900.0,1.37,1.98
WASP-142 b,WASP-142,1.0,1.53,0.08,-0.08,2.052868,2e-06,-2e-06,2000.0,60.0,-60.0,3140.9238,,,0.84,0.09,-0.09,1.33,0.08,-0.08,0.26,0.12,-0.12,6010.0,1.64,0.31
WASP-144 b,WASP-144,1.0,0.85,0.05,-0.05,2.2783152,1.3e-06,-1.3e-06,1260.0,40.0,-40.0,775.8849,,,0.44,0.06,-0.06,0.81,0.04,-0.04,0.18,0.14,-0.14,5200.0,0.81,0.95
WASP-145 A b,WASP-145 A,1.0,0.9,0.4,-0.4,1.7690381,8e-07,-8e-07,1200.0,60.0,-60.0,313.4012,,,0.89,0.04,-0.04,0.76,0.04,-0.04,-0.04,0.1,-0.1,4900.0,0.68,1.6
WASP-149 b,WASP-149,1.0,1.36,0.06,-0.06,1.332813,6e-07,-5e-07,1855.0,93.0,-93.0,1966.0,305.0,-305.0,0.991,0.196,-0.196,1.05,0.06,-0.06,0.0,0.3,-0.3,5750.0,1.08,0.49
WASP-15 b,WASP-15,1.0,1.41,0.36,-0.36,3.7521,1e-05,-1e-05,1676.0,29.0,-29.0,1237.7366,,,0.54,0.29,-0.29,1.18,0.93,-0.93,-0.17,,,6300.0,1.48,0.263
WASP-150 b,WASP-150,1.0,1.07,0.024,-0.025,5.644207,3e-06,-4e-06,1460.0,11.0,-11.0,854.7074,,,8.46,0.28,-0.2,1.394,0.07,-0.049,0.156,0.1,-0.089,6218.0,1.651,8.54
WASP-153 b,WASP-153,1.0,1.55,0.1,-0.08,3.332609,2e-06,-2e-06,1700.0,40.0,-40.0,1400.0,200.0,-100.0,0.39,0.02,-0.02,1.336,0.086,-0.086,0.34,0.11,-0.11,5914.0,1.73,0.15
WASP-154 b,WASP-154,1.0,0.96,0.06,-0.06,3.811678,1e-06,-1e-06,994.0,63.0,-63.0,162.0,31.0,-31.0,0.626,0.129,-0.129,0.8,0.05,-0.05,0.2,0.1,-0.1,4774.0,0.823,0.88
WASP-155 b,WASP-155,1.0,1.2,0.06,-0.06,3.110413,1e-06,-1e-06,1468.0,76.0,-76.0,771.0,119.0,-119.0,0.871,0.18,-0.18,1.09,0.07,-0.07,0.0,0.3,-0.3,5660.0,1.24,0.62
WASP-158 b,WASP-158,1.0,1.07,0.15,-0.15,3.656333,4e-06,-4e-06,1590.0,80.0,-80.0,903.013,,,2.79,0.23,-0.23,1.38,0.14,-0.14,0.24,0.1,-0.1,6350.0,1.39,3.1
WASP-159 b,WASP-159,1.0,1.38,0.09,-0.09,3.840401,7e-06,-7e-06,1850.0,50.0,-50.0,1599.92,,,0.55,0.08,-0.08,1.41,0.12,-0.12,0.22,0.12,-0.12,6120.0,2.11,0.28
WASP-16 b,WASP-16,1.0,1.22,0.1,-0.1,3.1186,1.4e-05,-1.4e-05,1389.0,24.0,-24.0,481.917,,,1.24,0.25,-0.25,1.78,0.54,-0.54,0.01,,,5700.0,1.14,0.572
WASP-161 b,WASP-161,1.0,1.143,0.065,-0.058,5.4060425,4.8e-06,-4.8e-06,1557.0,34.0,-29.0,990.0,250.0,-190.0,2.49,0.21,-0.21,1.39,0.14,-0.14,0.16,0.09,-0.09,6400.0,1.712,2.2
WASP-162 b,WASP-162,1.0,1.0,0.05,-0.05,9.62468,1e-05,-1e-05,910.0,20.0,-20.0,121.918,,,5.2,0.2,-0.2,0.95,0.04,-0.04,0.28,0.13,-0.13,5300.0,1.11,6.9
WASP-163 b,WASP-163,1.0,1.202,0.097,-0.097,1.6096884,1.5e-06,-1.5e-06,1638.0,68.0,-68.0,1200.0,330.0,-330.0,1.87,0.21,-0.21,0.97,0.15,-0.15,-0.34,0.21,-0.21,5500.0,1.015,1.42
WASP-164 b,WASP-164,1.0,1.128,0.041,-0.043,1.7771255,2.8e-06,-2.8e-06,1610.0,58.0,-53.0,1043.2122,,,2.13,0.12,-0.13,0.946,0.067,-0.071,-0.01,0.19,-0.2,5806.0,0.932,1.96
WASP-165 b,WASP-165,1.0,1.26,0.19,-0.17,3.465509,2.3e-05,-2.3e-05,1624.0,93.0,-89.0,1373.5324,,,0.658,0.097,-0.092,1.248,0.072,-0.07,0.33,0.13,-0.13,5599.0,1.75,0.44
WASP-167 b,WASP-167,1.0,1.58,0.05,-0.05,2.0219596,6e-07,-6e-07,2329.0,64.0,-64.0,3208.41,,,8.0,,,1.59,0.08,-0.08,0.1,0.1,-0.1,7000.0,1.79,
WASP-168 b,WASP-168,1.0,1.5,0.5,-0.3,4.153658,3e-06,-3e-06,1340.0,40.0,-40.0,278.886,,,0.42,0.04,-0.04,1.08,0.05,-0.05,-0.01,0.09,-0.09,6000.0,1.12,0.16
WASP-169 b,WASP-169,1.0,1.304,0.15,-0.073,5.6114118,9.2e-06,-9.2e-06,1604.0,74.0,-42.0,1486.8579,,,0.561,0.061,-0.061,1.337,0.083,-0.083,0.06,0.07,-0.07,6110.0,2.011,0.33
WASP-17 b,WASP-17,1.0,1.87,0.24,-0.24,3.73543,8e-06,-8e-06,1755.0,28.0,-28.0,1292.19,,,0.78,0.23,-0.23,2.28,0.99,-0.99,-0.25,,,6550.0,1.49,0.082
WASP-170 b,WASP-170,1.0,1.096,0.085,-0.085,2.34478022,3.6e-06,-3.6e-06,1422.0,42.0,-42.0,680.0,170.0,-180.0,1.6,0.2,-0.2,0.93,0.15,-0.15,0.22,0.09,-0.09,5600.0,0.938,1.6
WASP-171 b,WASP-171,1.0,0.98,0.07,-0.04,3.8186244,3.8e-06,-3.8e-06,1642.0,51.0,-35.0,1200.24,,,1.084,0.094,-0.094,1.171,0.058,-0.058,0.04,0.07,-0.07,5965.0,1.637,1.5
WASP-172 b,WASP-172,1.0,1.57,0.1,-0.1,5.477433,7e-06,-7e-06,1740.0,60.0,-60.0,1506.5,,,0.47,0.1,-0.1,1.49,0.07,-0.07,-0.1,0.08,-0.08,6900.0,1.91,0.16
WASP-173 A b,WASP-173 A,1.0,1.2,0.06,-0.06,1.38665318,2.7e-07,-2.7e-07,1880.0,55.0,-55.0,1920.0,290.0,-170.0,3.69,0.18,-0.18,1.05,0.08,-0.08,0.16,0.14,-0.14,5800.0,1.11,2.84
WASP-174 b,WASP-174,1.0,1.437,0.05,-0.05,4.2337005,1.8e-06,-1.8e-06,1528.0,17.0,-17.0,901.9,40.3,-38.6,0.33,0.091,-0.091,1.24,0.038,-0.038,0.06,0.06,-0.06,6399.0,1.347,0.135
WASP-175 b,WASP-175,1.0,1.208,0.081,-0.081,3.0652907,1.1e-06,-1.6e-06,1571.0,49.0,-49.0,649.429,,,0.99,0.13,-0.13,1.212,0.045,-0.045,0.15,0.069,-0.069,6229.0,1.204,0.74
WASP-176 b,WASP-176,1.0,1.505,0.05,-0.045,3.899052,5e-06,-5e-06,1721.0,28.0,-21.0,1703.2413,,,0.855,0.072,-0.069,1.345,0.08,-0.13,0.164,0.081,-0.082,5941.0,1.925,0.31
WASP-177 b,WASP-177,1.0,1.58,0.66,-0.36,3.071722,1e-06,-1e-06,1142.0,32.0,-32.0,279.7736,,,0.508,0.038,-0.038,0.876,0.038,-0.038,0.25,0.04,-0.04,5017.0,0.885,0.172
WASP-178 b,WASP-178,1.0,1.81,0.09,-0.09,3.3448285,1.2e-06,-1.2e-06,2470.0,60.0,-60.0,5550.0,1250.0,-630.0,1.66,0.12,-0.12,2.07,0.11,-0.11,0.21,0.16,-0.16,9360.0,1.67,0.37
WASP-18 b,WASP-18,1.0,1.24,0.079,-0.079,0.94145223,2.4e-07,-2.4e-07,2429.0,77.0,-70.0,5805.0,808.0,-639.0,10.2,0.35,-0.35,1.294,0.063,-0.061,0.107,0.08,-0.08,6432.0,1.319,6.6
WASP-180 A b,WASP-180 A,1.0,1.24,0.04,-0.04,3.409264,1e-06,-1e-06,1540.0,40.0,-40.0,918.3877,,,0.9,0.1,-0.1,1.3,0.1,-0.1,0.1,0.2,-0.2,6600.0,1.19,0.61
WASP-183 b,WASP-183,1.0,1.47,0.94,-0.33,4.1117771,5.1e-06,-5.1e-06,1111.0,30.0,-30.0,268.7176,,,0.502,0.047,-0.047,0.784,0.038,-0.038,-0.31,0.04,-0.04,5313.0,0.871,0.21
WASP-184 b,WASP-184,1.0,1.33,0.09,-0.09,5.1817,1e-05,-1e-05,1480.0,50.0,-50.0,669.018,,,0.57,0.1,-0.1,1.23,0.07,-0.07,0.12,0.08,-0.08,6000.0,1.65,0.32
WASP-185 b,WASP-185,1.0,1.25,0.08,-0.08,9.38755,2e-05,-2e-05,1160.0,35.0,-35.0,662.3252,,,0.98,0.06,-0.06,1.12,0.06,-0.06,-0.02,0.06,-0.06,5900.0,1.5,0.66
WASP-186 b,WASP-186,1.0,1.11,0.03,-0.03,5.026799,1.2e-05,-1.4e-05,1378.4,,,853.1355,,,4.22,0.18,-0.18,1.22,0.07,-0.08,-0.08,0.14,-0.14,6361.0,1.47,3.821
WASP-187 b,WASP-187,1.0,1.64,0.05,-0.05,5.147878,5e-06,-9e-06,1760.0,,,1594.76,,,0.8,0.09,-0.09,1.54,0.09,-0.09,0.0,0.11,-0.11,6150.0,2.83,0.224
WASP-188 b,WASP-188,1.0,1.322,0.051,-0.051,5.748916,3e-06,-3e-06,1666.0,70.0,-70.0,1278.0,165.0,-165.0,1.443,0.296,-0.298,1.5,0.09,-0.09,0.0,0.3,-0.3,6850.0,1.83,0.78
WASP-19 b,WASP-19,1.0,1.415,0.044,-0.048,0.78883852,7.5e-07,-8.2e-07,2113.0,29.0,-29.0,3320.0,190.0,-180.0,1.154,0.078,-0.08,0.965,0.091,-0.095,0.04,0.25,-0.3,5616.0,1.006,0.506
WASP-190 b,WASP-190,1.0,1.15,0.09,-0.09,5.367753,4e-06,-4e-06,1500.0,50.0,-50.0,747.132,,,1.0,0.1,-0.1,1.35,0.05,-0.05,-0.02,0.05,-0.05,6400.0,1.6,0.815
WASP-192 b,WASP-192,1.0,1.23,0.08,-0.08,2.8786765,2.8e-06,-2.8e-06,1620.0,60.0,-60.0,471.142,,,2.3,0.16,-0.16,1.09,0.06,-0.06,0.14,0.08,-0.08,5910.0,1.32,1.62
WASP-194 b,WASP-194,1.0,1.381,0.088,-0.088,3.183387,4e-07,-5e-07,1693.0,122.0,-122.0,1365.0,303.0,-303.0,1.174,0.265,-0.265,1.29,0.08,-0.08,0.0,0.25,-0.25,6405.0,1.409,0.55
WASP-197 b,WASP-197,1.0,1.289,0.049,-0.049,5.167228,3e-06,-3e-06,1665.0,67.0,-67.0,1276.0,157.0,-157.0,1.269,0.254,-0.254,1.36,0.08,-0.08,0.0,0.3,-0.3,6050.0,2.112,0.74
WASP-2 b,WASP-2,1.0,1.081,0.041,-0.04,2.152175,1.2e-05,-1.1e-05,1311.0,52.0,-50.0,492.0,80.0,-71.0,0.931,0.06,-0.058,0.895,0.077,-0.072,0.12,0.21,-0.19,5180.0,0.866,0.914
WASP-20 b,WASP-20,1.0,1.38,0.04,-0.04,4.89964477,5.1e-07,-5.1e-07,1362.0,26.0,-26.0,259.864,,,0.311,0.017,-0.017,1.2,0.041,-0.041,-0.008,0.06,-0.06,5940.0,1.242,0.156491
WASP-21 b,WASP-21,1.0,1.07,0.06,-0.06,4.322482,1.9e-05,-2.4e-05,1333.0,28.0,-28.0,705.0438,,,0.3,0.011,-0.011,1.01,0.03,-0.03,-0.22,0.04,-0.04,5800.0,1.06,0.32
WASP-22 b,WASP-22,1.0,1.23,0.14,-0.14,3.53269,1e-05,-1e-05,1502.0,20.0,-20.0,837.7034,,,0.67,0.19,-0.19,1.46,0.63,-0.63,-0.05,,,6000.0,1.24,0.444
WASP-23 b,WASP-23,1.0,0.962,0.047,-0.056,2.9444256,1.1e-06,-1.3e-06,1076.55,,,317.4314,,,0.884,0.088,-0.099,0.78,0.13,-0.12,-0.05,0.13,-0.13,5150.0,0.765,1.17
WASP-24 b,WASP-24,1.0,1.38,0.16,-0.16,2.34121,2e-06,-2e-06,1772.0,29.0,-29.0,934.465,,,1.24,0.29,-0.29,1.43,0.5,-0.5,0.0,,,6075.0,1.42,0.622
WASP-25 b,WASP-25,1.0,1.232,0.014,-0.017,3.7648337,1.2e-06,-1.2e-06,1217.0,101.0,-101.0,341.0,68.0,-68.0,0.564,0.026,-0.025,0.962,0.027,-0.021,-0.2,0.05,-0.05,5697.0,0.884,0.399185
WASP-26 b,WASP-26,1.0,1.21,0.15,-0.15,2.7566,1e-05,-1e-05,1650.0,24.0,-24.0,1225.5264,,,0.85,0.23,-0.23,0.86,0.34,-0.34,0.16,,,6034.0,1.22,0.703
WASP-3 b,WASP-3,1.0,1.42,0.17,-0.17,1.84683,2e-06,-2e-06,2020.0,35.0,-35.0,1845.3,,,2.43,0.53,-0.53,1.62,0.53,-0.53,0.0,,,6400.0,1.44,0.89
WASP-31 b,WASP-31,1.0,1.549,0.05,-0.05,3.4059096,5e-06,-5e-06,1423.7,,,970.9417,,,0.478,0.029,-0.029,1.163,0.026,-0.026,-0.2,0.09,-0.09,6302.0,1.252,0.172
WASP-32 b,WASP-32,1.0,0.96,0.15,-0.15,2.71866,2e-06,-2e-06,1388.0,,,616.33,,,2.63,0.82,-0.82,0.72,0.34,-0.34,-0.13,,,6140.0,0.95,3.24
WASP-33 b,WASP-33,1.0,1.593,0.074,-0.074,1.21987,1e-06,-1e-06,2781.7,41.1,-41.1,9392.0471,,,2.093,0.139,-0.139,1.495,0.031,-0.031,0.1,,,7430.0,1.444,0.689
WASP-34 b,WASP-34,1.0,1.0,0.08,-0.08,4.31768,5e-06,-5e-06,1250.0,30.0,-30.0,229.962,,,0.56,0.17,-0.17,0.96,0.45,-0.45,-0.02,,,5700.0,0.91,0.412
WASP-35 b,WASP-35,1.0,1.3,0.07,-0.07,3.16158,2e-06,-2e-06,1338.29,,,758.1026,,,0.71,0.1,-0.1,1.05,0.19,-0.19,-0.15,,,5990.0,1.08,0.378
WASP-36 b,WASP-36,1.0,1.327,0.021,-0.021,1.53736596,2.4e-07,-2.4e-07,1733.0,19.0,-19.0,1422.6075,,,2.361,0.07,-0.07,1.081,0.034,-0.034,-0.26,0.1,-0.1,5959.0,0.985,1.26
WASP-37 b,WASP-37,1.0,1.16,0.07,-0.06,3.577469,1.1e-05,-1.1e-05,1232.5,,,545.3338,,,1.8,0.17,-0.17,0.925,0.12,-0.12,-0.4,0.12,-0.12,5800.0,1.003,1.53
WASP-41 b,WASP-41,1.0,1.1,0.05,-0.05,3.0524,1e-06,-1e-06,1244.0,10.0,-10.0,344.149,,,0.85,0.11,-0.11,0.81,0.15,-0.15,0.06,,,5545.0,0.83,0.742
WASP-42 b,WASP-42,1.0,1.122,0.039,-0.039,4.9816819,1.1e-06,-1.1e-06,1021.0,19.0,-19.0,137.118,,,0.527,0.028,-0.028,0.951,0.063,-0.063,0.29,0.05,-0.05,5315.0,0.892,0.464
WASP-43 b,WASP-43,1.0,0.93,0.07,-0.09,0.813475,1e-06,-1e-06,1426.7,8.5,-8.5,680.8953,,,1.78,0.1,-0.1,0.58,0.05,-0.05,-0.05,0.17,-0.17,4400.0,0.6,2.939
WASP-44 b,WASP-44,1.0,1.1,0.081,-0.076,2.423804,8e-06,-8e-06,1337.0,43.0,-42.0,533.0,72.0,-64.0,0.87,0.063,-0.062,0.935,0.054,-0.052,-0.003,0.1,-0.1,5420.0,0.906,0.811
WASP-45 b,WASP-45,1.0,0.946,0.058,-0.051,3.126089,3e-06,-3e-06,1153.0,50.0,-50.0,294.0,54.0,-48.0,0.964,0.058,-0.056,0.85,0.076,-0.07,-0.03,0.2,-0.2,5150.0,0.855,1.418
WASP-46 b,WASP-46,1.0,1.174,0.037,-0.037,1.43036763,9.3e-07,-9.3e-07,1636.0,44.0,-44.0,1281.2408,,,1.91,0.13,-0.13,0.828,0.076,-0.076,-0.3,,,5600.0,0.858,1.467
WASP-47 b,WASP-47,1.0,1.14729433,0.00892142,-0.00892142,4.159151,4e-07,-4e-07,1275.0,23.0,-23.0,409.0,50.0,-46.0,1.1767356,0.05348798,-0.05034163,1.058,0.047,-0.047,0.43,0.04,-0.04,5565.0,1.156,0.993
WASP-48 b,WASP-48,1.0,1.5,0.2,-0.2,2.14363,3e-06,-3e-06,2035.0,52.0,-52.0,3410.2601,,,0.8,0.23,-0.23,0.88,0.36,-0.36,-0.12,,,5920.0,1.58,0.415
WASP-49 b,WASP-49,1.0,1.11,0.11,-0.11,2.78174,6e-06,-6e-06,1400.0,80.0,-80.0,615.4709,,,0.37,0.08,-0.08,0.92,0.3,-0.3,-0.23,,,5600.0,0.97,0.288
WASP-5 b,WASP-5,1.0,1.087,0.068,-0.071,1.6284279,2.2e-06,-4.9e-06,1706.0,52.0,-48.0,1559.4762,,,1.58,0.13,-0.1,0.96,0.13,-0.09,0.09,0.09,-0.09,5700.0,1.029,1.64
WASP-52 b,WASP-52,1.0,1.27,0.03,-0.03,1.7497798,1.2e-06,-1.2e-06,1315.0,35.0,-35.0,605.7625,,,0.46,0.02,-0.02,0.87,0.03,-0.03,0.03,0.12,-0.12,5000.0,0.79,0.29
WASP-53 b,WASP-53,1.0,1.074,0.037,-0.037,3.3098443,2e-06,-2e-06,1053.0,16.0,-16.0,241.6656,,,2.132,0.092,-0.094,0.839,0.054,-0.054,0.22,0.11,-0.11,4953.0,0.798,2.28
WASP-54 b,WASP-54,1.0,1.58,0.17,-0.17,3.69364,6e-06,-6e-06,1759.0,46.0,-46.0,1639.1072,,,0.59,0.14,-0.14,1.08,0.38,-0.38,-0.27,,,6100.0,1.76,0.167
WASP-55 b,WASP-55,1.0,1.314,0.021,-0.025,4.465631,1.3e-06,-1.3e-06,1342.0,111.0,-110.0,504.0,96.0,-93.0,0.586,0.033,-0.032,1.071,0.025,-0.025,-0.03,0.04,-0.04,6096.0,1.09,0.342159
WASP-56 b,WASP-56,1.0,0.94,0.09,-0.09,4.6171,3e-06,-3e-06,1216.0,25.0,-24.0,447.82,,,0.45,0.09,-0.09,0.71,0.21,-0.21,0.12,,,5600.0,0.96,0.583
WASP-57 b,WASP-57,1.0,1.05,0.053,-0.053,2.83891856,8.1e-07,-8.1e-07,1338.0,29.0,-29.0,702.385,,,0.644,0.062,-0.062,0.886,0.067,-0.067,-0.25,0.1,-0.1,5600.0,0.927,0.693
WASP-58 b,WASP-58,1.0,1.43,0.14,-0.14,5.01718,1.1e-05,-1.1e-05,1270.0,80.0,-80.0,404.7112,,,0.97,0.28,-0.28,1.06,0.47,-0.47,-0.45,,,5800.0,1.22,0.45
WASP-59 b,WASP-59,1.0,0.775,0.068,-0.068,7.919585,1e-05,-1e-05,670.0,35.0,-35.0,38.0328,,,0.863,0.045,-0.045,0.719,0.035,-0.035,-0.15,0.11,-0.11,4650.0,0.613,2.4
WASP-6 b,WASP-6,1.0,1.119,0.017,-0.018,3.3610026,6.1e-07,-6.3e-06,1167.0,96.0,-96.0,288.0,47.0,-45.0,0.467,0.024,-0.023,0.854,0.027,-0.023,-0.15,0.05,-0.05,5438.0,0.79,0.440298
WASP-60 b,WASP-60,1.0,0.88,0.12,-0.12,4.305,6e-06,-6e-06,1479.0,35.0,-35.0,925.4935,,,0.55,0.19,-0.19,1.19,0.61,-0.61,-0.04,,,5900.0,1.17,0.378
WASP-61 b,WASP-61,1.0,1.41,0.22,-0.22,3.8559,3e-06,-3e-06,1624.4,21.2,-14.6,1062.0298,,,2.68,0.84,-0.84,1.82,0.85,-0.85,-0.1,,,6250.0,1.55,1.423
WASP-62 b,WASP-62,1.0,1.32,0.08,-0.08,4.41195,3e-06,-3e-06,1475.3,25.1,-20.0,653.252,,,0.52,0.08,-0.08,1.11,0.25,-0.25,0.04,,,6230.0,1.23,0.262
WASP-63 b,WASP-63,1.0,1.41,0.14,-0.14,4.37808,6e-06,-6e-06,1469.91,,,1103.2708,,,0.37,0.09,-0.09,1.28,0.42,-0.42,0.08,,,5550.0,1.86,0.173
WASP-64 b,WASP-64,1.0,1.271,0.039,-0.039,1.5732918,1.5e-06,-1.5e-06,1689.0,49.0,-49.0,1563.6374,,,1.271,0.068,-0.068,1.004,0.028,-0.028,-0.08,0.11,-0.11,5400.0,1.058,0.823
WASP-65 b,WASP-65,1.0,1.112,0.059,-0.059,2.3114243,1.5e-06,-1.5e-06,1480.0,10.0,-10.0,957.0053,,,1.55,0.16,-0.16,0.93,0.14,-0.14,-0.07,0.07,-0.07,5600.0,1.01,1.5
WASP-66 b,WASP-66,1.0,1.4,0.28,-0.28,4.08605,7e-06,-7e-06,1569.7,,,1434.7739,,,2.35,0.98,-0.98,1.33,0.83,-0.83,-0.31,,,6600.0,1.76,1.144
WASP-67 b,WASP-67,1.0,1.15,0.11,-0.11,4.61442,1e-05,-1e-05,1003.0,20.0,-20.0,188.1062,,,0.43,0.09,-0.09,0.91,0.28,-0.28,-0.07,,,5200.0,0.88,0.388
WASP-68 b,WASP-68,1.0,1.32,0.14,-0.14,5.0843,1.5e-05,-1.5e-05,1490.0,44.0,-29.0,843.4794,,,1.08,0.25,-0.25,1.49,0.53,-0.53,0.22,,,5910.0,1.79,0.665
WASP-7 b,WASP-7,1.0,1.33,0.093,-0.093,4.9546416,3.5e-06,-3.5e-06,1487.0,48.0,-48.0,612.686,,,0.96,0.13,-0.13,1.276,0.065,-0.065,0.0,0.1,-0.1,6400.0,1.432,0.55
WASP-70 A b,WASP-70 A,1.0,1.164,0.073,-0.102,3.7130203,4.7e-06,-4.7e-06,1387.0,40.0,-40.0,649.1548,,,0.59,0.022,-0.022,1.106,0.042,-0.042,-0.006,0.063,-0.063,5763.0,1.215,0.499
WASP-71 b,WASP-71,1.0,1.18,0.12,-0.12,2.90367,7e-06,-7e-06,2016.1,67.0,-52.5,3384.6097,,,1.39,0.33,-0.33,0.76,0.27,-0.27,0.15,,,6050.0,1.82,1.1
WASP-72 b,WASP-72,1.0,1.29,0.18,-0.18,2.21673,2e-06,-2e-06,2210.0,120.0,-130.0,6233.7915,,,2.3,0.7,-0.7,2.78,1.28,-1.28,-0.06,,,6250.0,2.18,0.87
WASP-73 b,WASP-73,1.0,1.42,0.22,-0.22,4.08722,0.00022,-0.00022,1790.0,75.0,-51.0,2242.3605,,,2.86,0.92,-0.92,2.52,1.22,-1.22,0.14,,,6030.0,2.55,1.596
WASP-74 b,WASP-74,1.0,1.36,0.1,-0.1,2.13775,1e-06,-1e-06,1865.0,20.0,-20.0,531.159,,,0.72,0.12,-0.12,0.98,0.24,-0.24,0.39,,,5990.0,1.42,0.3697
WASP-75 b,WASP-75,1.0,1.27,0.048,-0.048,2.484193,3e-06,-3e-06,1710.0,20.0,-20.0,1657.0,347.0,-347.0,1.07,0.05,-0.05,1.14,0.07,-0.07,0.07,0.09,-0.09,6100.0,1.26,0.69
